"面积","房型","装修","租金压付","租金","楼层","所属区域","所在小区","朝向","租赁方式","类型","位置","标题"
"137平米","3室2厅2卫","精装修","面议","2600元/月","20/27","新城","新兴骏景园二期","西南","整租","普通住宅","胡家庙","东二环 胡家庙 大三室 精装全配 拎包入住 价格从优"
"80平米","2室1厅1卫","精装修","半年付押1","1600元/月","1/33","新城","唐韵三坊","东南","整租","普通住宅","胡家庙","唐韵三坊，稀有一楼，两室两厅，精装，性价比高，出行方便，急租"
"69平米","2室1厅1卫","简单装修","面议","1400元/月","8/32","雁塔","紫郡长安","东南","整租","普通住宅","长安西路","紫郡长安2室正规 进来看看不后悔哦"
"135平米","3室2厅2卫","精装修","半年付押1","1800元/月","12/30","长安","挚信樱花园","南北","整租","普通住宅","郭杜","南北通透、业主着急出租、价位可谈、樱花广场对岸、挚信樱花园"
"132平米","3室2厅2卫","精装修","半年付","4200元/月","22/29","雁塔","融侨曲江观邸","南北","整租","普通住宅","雁塔南路","融侨曲江观邸 雁南五路 精装3室 拎包入住"
"41平米","1室1卫","简单装修","半年付押1","1800元/月","21/32","雁塔","融尚第10区","朝东","整租","普通住宅","明德门","公园旁 融尚中央住区 一室大开间  精装 全配 随时入住"
"75平米","2室1厅1卫","精装修","半年付","2600元/月","14/30","雁塔","易道郡玫瑰公馆","朝南","整租","普通住宅","鱼化寨","科技四路高科尚郡国宾中央区枫林意树龙城铭园玫瑰公馆两室全配"
"80平米","2室2厅1卫","精装修","半年付","1500元/月","11/23","未央","浐灞半岛朱雀金堤A15区","朝南","整租","普通住宅","浐灞半岛","浐灞半岛两室精装全配 领包入住 经济实用 室内干净"
"47平米","1室1厅1卫","简单装修","付3押1","1000元/月","6/7","新城","丹尼尔中山门小区","南北","整租","普通住宅","解放路","丹尼尔古玩好房出租，紧邻东门"
"85平米","2室1厅1卫","精装修","半年付","2800元/月","12/31","碑林","长安大街3号","朝南","整租","普通住宅","南稍门","体育场地铁口 长安大街3号 2室双气 全配全明户型 随时看"
"102平米","3室2厅1卫","精装修","半年付押1","2100元/月","13/22","未央","恒大名都","南北","整租","普通住宅","矿山路","恒大名都小三室 带家具家电出租 拎包住 看房方便！"
"82平米","2室2厅1卫","精装修","付3押1","1600元/月","6/28","新城","锦绣芙蓉公馆","南北","整租","普通住宅","含元路","A88（锦绣芙蓉公馆） 生活设施齐全 交通便利"
"45平米","1室1厅1卫","精装修","半年付","1500元/月","9/30","长安","高速紫禁长安","朝北","整租","普通住宅","航天城","精装一室全配 家具家电齐全 业主诚心出租 看房方便拎包入住"
"120平米","3室2厅1卫","豪华装修","半年付","3500元/月","15/27","未央","锦园君逸","西南","整租","普通住宅","市图书馆","万达旁 锦园君逸豪装3室 拎包入住 随时可看 手慢无"
"202平米","4室2厅2卫","精装修","半年付","6000元/月","11/13","雁塔","曲江南苑","南北","整租","普通住宅","雁塔南路","雁南四路 地铁口 曲江南苑 精装四室 带车位 诚心出租"
"55平米","1室1卫","精装修","付3押1","2200元/月","12/33","碑林","大话南门","朝西","整租","普通住宅","南稍门","玛雅 草场坡 大话南门 1室开间 全配 拎包住 随时看房"
"96平米","3室1厅1卫","简单装修","付3押1","2300元/月","26/30","未央","乾唐华府","东南","整租","普通住宅","张家堡","凤城六乾唐华府高层 小三室 东南向 家电全齐 视野好 采光好"
"125平米","3室2厅2卫","豪华装修","半年付","2900元/月","27/31","莲湖","首秀小区","朝南","整租","普通住宅","西关正街","西稍门首秀小区 豪华装修"
"47平米","1室1卫","精装修","半年付押1","1499元/月","12/28","雁塔","枫韵蓝湾","朝北","整租","普通住宅","大寨路","地铁口 公园式小区 一室精装全配 拎包入住 采光极好"
"83平米","2室2厅1卫","精装修","付3押1","1600元/月","5/7","雁塔","庆安颐秀园","南北","整租","普通住宅","科技路","高新一中 颐秀园 精装6楼两室 南北通透采光好 比邻高新一小"
"60平米","1室1厅1卫","简单装修","面议","1720元/月","2/33","未央","海荣名城","南北","整租","普通住宅","行政中心","未央经开区 凤城九路 行政中心 运动公园旁 海荣名城一室 急"
"90平米","2室2厅1卫","精装修","半年付","2200元/月","15/20","未央","高山流水幸福快车东区","南北","整租","普通住宅","张家堡","凤城五路，精装修两室，家具家电全齐，拎包入住。"
"43平米","1室1厅1卫","精装修","付3押1","2400元/月","15/16","雁塔","长庆坊玺岸","南北","整租","普通住宅","小寨","陕师大长庆坊玺岸 精装大开间43平精装修拎包入住随时看房"
"78平米","2室2厅1卫","精装修","面议","3000元/月","6/26","雁塔","高新水晶城","朝南","整租","普通住宅","科技路","科技二路地铁口水晶城两室 紧邻高新一中陪读必选 交通便利"
"45平米","1室1厅1卫","精装修","付3押1","1099元/月","17/34","雁塔","紫郡长安","朝南","整租","普通住宅","长安西路","可月付可短租会展中心电视塔《紫郡长安》精装一居室家具齐拎包住"
"350平米","5室3厅4卫","精装修","年付押1","18000元/月","1/3","雁塔","湖滨花园","南北","整租","普通住宅","雁塔南路","境商速递 湖滨花园联排 诚心出租 精装全配 带露台 带车位"
"94平米","2室2厅1卫","精装修","半年付","2800元/月","11/33","雁塔","中海观园A区","朝南","整租","普通住宅","曲江大道","中海观园两室精装全配 拎包入住 近地铁 曲江一小一中"
"170平米","3室2厅2卫","毛坯","半年付","5000元/月","5/7","雁塔","枫叶苑北区","南北","整租","普通住宅","科技路","亚美大厦玫瑰大楼枫叶苑北区大三室精装修南北户型拎包入住急租"
"133平米","3室2厅2卫","精装修","半年付","3800元/月","22/32","碑林","翡翠明珠","东南","整租","普通住宅","南稍门","，正规大3居，适合，价格"
"40平米","1室1卫","精装修","半年付","1500元/月","14/28","莲湖","剑桥公寓","朝东","整租","公寓","丰庆公园","南二环 西工大西门 精装一室全配 拎包入住交通便利 便宜出租"
"55平米","1室1厅1卫","精装修","付1押1","1299元/月","17/34","雁塔","中建国熙台","朝南","整租","普通住宅","大寨路","月付月付科技路西口丈八北路地铁国熙台精装一居室家具家电齐全"
"80平米","1室1厅1卫","精装修","面议","2600元/月","14/27","雁塔","紫薇臻品","东北","整租","普通住宅","大寨路","紫薇 1室1厅 80平"
"105平米","2室1厅1卫","精装修","半年付押1","4500元/月","18/27","雁塔","中国铁建瑞园","朝南","整租","普通住宅","大寨路","丈八北路地铁口 豪华两室 家电齐全 拎包入住 你就是哥"
"230平米","4室2厅4卫","毛坯","年付","3000元/月","9/9","雁塔","天地源曲江香都B区","南北","整租","普通住宅","曲江城市运动公园","曲江香都玖墅低层洋房顶复带露台"
"93平米","2室2厅1卫","精装修","付3押1","2800元/月","17/27","雁塔","中华世纪城","朝南","整租","普通住宅","大寨路","沣惠南路 科技路 中华世纪城 精全配置 拎包入住"
"45平米","1室1厅1卫","精装修","半年付押1","1000元/月","12/25","未央","红星美凯城","南北","整租","普通住宅","市图书馆","精装修 红星美凯城一室 带家具家电出租 拎包住！"
"49平米","1室1厅1卫","精装修","面议","1400元/月","18/33","雁塔","东尚蜂鸟","朝南","整租","普通住宅","中兴产业园","东尚蜂鸟 精装一室一厅家电齐全拎包入住 环境舒适新小区高绿化"
"160平米","3室2厅2卫","精装修","半年付","3900元/月","3/24","未央","杰信花园","南北","整租","普通住宅","市图书馆","凤城一路《杰信花园对面》三室精装 家具家电齐全 业主自住房"
"70平米","2室1厅1卫","简单装修","半年付","2000元/月","25/33","碑林","中贸广场","朝南","整租","普通住宅","南稍门","大南门外南关正街中贸广场2室1厅装修双气家具家电2000"
"78平米","2室2厅1卫","精装修","半年付","2199元/月","15/32","雁塔","天朗蓝湖树","朝南","整租","普通住宅","鱼化寨","雁塔 鱼化寨 富鱼路    天朗蓝湖树"
"55平米","1室1卫","简单装修","面议","1000元/月","8/24","新城","新兴骏景园","朝东","整租","普通住宅","胡家庙","胡家庙 地铁口 新兴骏景园 商务楼 小型办公室 租价1000"
"150平米","3室2厅2卫","精装修","半年付","4200元/月","8/26","未央","保亿风景御园","南北","整租","普通住宅","张家堡","未央区 凤城7路 风景御园 精装三室全配 拎包入住 抓紧时间"
"4000平米","4室2厅2卫","简单装修","半年付","5000元/月","10/18","雁塔","竹园阳光嘉苑","南北","整租","普通住宅","西沣路","竹园 阳光嘉苑   高新国际  精装修  物业完善"
"65平米","2室1厅1卫","简单装修","半年付押1","1400元/月","2/7","碑林","华陆经九路小区","南北","整租","普通住宅","西安交大","友谊东路 铁五小 铁一中 经九路华陆小区2室出租 价格可谈"
"113平米","3室2厅1卫","精装修","半年付","1800元/月","20/33","灞桥","恒大绿洲","朝南","整租","普通住宅","长乐坡","恒大绿洲 三室 精装修 采光好 居住办公 有钥匙 随时看房"
"65平米","2室1厅1卫","精装修","面议","1500元/月","6/7","雁塔","明德门西区","南北","整租","普通住宅","明德门","明德门西区 精装两室 shou次出租 看房有钥匙"
"87平米","2室2厅1卫","精装修","付3押1","1800元/月","12/18","未央","紫薇希望城","朝南","整租","普通住宅","张家堡","凤城五路 紫薇希望城 两室精装修 有家具和空调 基本拎包入住"
"47平米","1室1厅1卫","精装修","半年付押1","1500元/月","12/24","雁塔","枫韵蓝湾","西南","整租","普通住宅","大寨路","小区绿化高 楼间距大 采光充足 三号线地铁口 华润万家楼上"
"136平米","3室2厅2卫","精装修","半年付","2700元/月","6/26","雁塔","利君明天","南北","整租","普通住宅","科技路","利君明天 三室 精装 明厨明卫 空房 可办公 可住家 地铁口"
"90平米","2室2厅1卫","精装修","付3押1","1600元/月","10/30","未央","荣德棕榈阳光","朝南","整租","普通住宅","浐灞大道","辛家庙 荣德棕榈阳光 精装两室全配 诚心出租 欢迎来电"
"48平米","1室1厅1卫","精装修","半年付","1800元/月","13/26","雁塔","高新枫尚","朝南","整租","普通住宅","光华路","高新枫尚高新银座怡和蓝钻温馨一室一厅 照片真实 价格美丽"
"155平米","3室2厅2卫","精装修","半年付","3500元/月","25/31","莲湖","御笔华章","朝东","整租","普通住宅","西关正街","西稍门繁华地段  开元隔壁 御笔华章 三室全配 拎包入住"
"78平米","2室2厅1卫","精装修","年付","2600元/月","11/34","雁塔","万科金域曲江","朝南","整租","普通住宅","南湖","万科金域曲江  精装两室  拎包入住  随时看房"
"161平米","3室2厅1卫","精装修","面议","2800元/月","10/32","未央","华远君城","南北","整租","普通住宅","辛家庙","辛家庙，华远君城，南北通透。领包入住。"
"90平米","2室2厅1卫","精装修","半年付","2100元/月","16/30","雁塔","缤纷南郡","朝南","整租","普通住宅","锦业路","缤纷南郡两室精装 两卧朝南 配套齐全  拎包入住 随时看房"
"142平米","4室2厅2卫","简单装修","半年付","2900元/月","14/30","雁塔","融侨城二期","南北","整租","普通住宅","大寨路","大寨路，融侨城四室 南北通透可做私房菜厨房做好了 办公都可以"
"92平米","2室2厅1卫","精装修","面议","3000元/月","10/32","雁塔","中建群贤汇","朝南","整租","普通住宅","大寨路","大寨路 品质社区 中建群贤汇 婚房配置 纯南朝向"
"136平米","2室2厅1卫","精装修","半年付押1","2600元/月","23/31","雁塔","省直机关三爻小区B区","朝南","整租","普通住宅","雁环中路","地铁口 省直机关三爻小区 业主自住三室全配 实木家具看房随时"
